millis,node,x,y,rssi,distance,target_x,target_y
40108,6,0,25,-72.3701,24.5674,22.5,15.1357
40108,1,0,0,-73.6516,27.1171,22.5,15.1357
40208,8,25,25,-60.742,10.0551,22.5,15.2607
40208,4,12.5,12.5,-61.132,10.3741,22.5,15.2607
40208,7,12.5,25,-65.0097,13.959,22.5,15.2607
40208,3,25,0,-66.328,15.4641,22.5,15.2607
40208,2,12.5,0,-68.4852,18.2452,22.5,15.2607
40208,5,0,12.5,-71.3192,22.6687,22.5,15.2607
40208,6,0,25,-72.3436,24.5174,22.5,15.2607
40208,1,0,0,-73.6851,27.1871,22.5,15.2607
40308,8,25,25,-60.5843,9.93406,22.5,15.3857
40308,4,12.5,12.5,-61.1745,10.408,22.5,15.3857
40308,7,12.5,25,-64.9283,13.8721,22.5,15.3857
40308,3,25,0,-66.4316,15.5875,22.5,15.3857
40308,2,12.5,0,-68.5598,18.3499,22.5,15.3857
40308,5,0,12.5,-71.3281,22.6843,22.5,15.3857
40308,6,0,25,-72.3173,24.4681,22.5,15.3857
40308,1,0,0,-73.7188,27.2575,22.5,15.3857
40408,8,25,25,-60.4249,9.81313,22.5,15.5107
40408,4,12.5,12.5,-61.2185,10.4434,22.5,15.5107
40408,7,12.5,25,-64.8469,13.7858,22.5,15.5107
40408,3,25,0,-66.5344,15.7108,22.5,15.5107
40408,2,12.5,0,-68.6341,18.4548,22.5,15.5107
40408,5,0,12.5,-71.3374,22.7005,22.5,15.5107
40408,6,0,25,-72.2912,24.4192,22.5,15.5107
40408,1,0,0,-73.7526,27.3282,22.5,15.5107
40508,8,25,25,-60.2637,9.69231,22.5,15.6357
40508,4,12.5,12.5,-61.2641,10.4801,22.5,15.6357
40508,7,12.5,25,-64.7656,13.7,22.5,15.6357
40508,3,25,0,-66.6364,15.8343,22.5,15.6357
40508,2,12.5,0,-68.7082,18.56,22.5,15.6357
40508,5,0,12.5,-71.347,22.7174,22.5,15.6357
40508,6,0,25,-72.2654,24.3709,22.5,15.6357
40508,1,0,0,-73.7864,27.3993,22.5,15.6357
40608,8,25,25,-60.1005,9.57159,22.5,15.7607
40608,4,12.5,12.5,-61.3112,10.5182,22.5,15.7607
40608,7,12.5,25,-64.6844,13.6149,22.5,15.7607
40608,3,25,0,-66.7377,15.9577,22.5,15.7607
40608,2,12.5,0,-68.782,18.6654,22.5,15.7607
40608,5,0,12.5,-71.3571,22.735,22.5,15.7607
40608,6,0,25,-72.2398,24.3231,22.5,15.7607
40608,1,0,0,-73.8204,27.4709,22.5,15.7607
40708,8,25,25,-59.9355,9.45099,22.5,15.8857
40708,4,12.5,12.5,-61.3599,10.5576,22.5,15.8857
40708,7,12.5,25,-64.6033,13.5304,22.5,15.8857
40708,3,25,0,-66.8381,16.0812,22.5,15.8857
40708,2,12.5,0,-68.8556,18.7711,22.5,15.8857
40708,5,0,12.5,-71.3675,22.7533,22.5,15.8857
40708,6,0,25,-72.2145,24.2759,22.5,15.8857
40708,1,0,0,-73.8544,27.5428,22.5,15.8857
40808,8,25,25,-59.7685,9.3305,22.5,16.0107
40808,4,12.5,12.5,-61.4099,10.5983,22.5,16.0107
40808,7,12.5,25,-64.5222,13.4465,22.5,16.0107
40808,3,25,0,-66.9379,16.2047,22.5,16.0107
40808,2,12.5,0,-68.9289,18.877,22.5,16.0107
40808,5,0,12.5,-71.3783,22.7722,22.5,16.0107
40808,6,0,25,-72.1894,24.2293,22.5,16.0107
40808,1,0,0,-73.8886,27.6151,22.5,16.0107
40908,8,25,25,-59.5995,9.21013,22.5,16.1357
40908,4,12.5,12.5,-61.4614,10.6404,22.5,16.1357
40908,7,12.5,25,-64.4413,13.3633,22.5,16.1357
40908,3,25,0,-67.0369,16.3282,22.5,16.1357
40908,2,12.5,0,-69.002,18.9831,22.5,16.1357
40908,5,0,12.5,-71.3895,22.7918,22.5,16.1357
40908,6,0,25,-72.1646,24.1832,22.5,16.1357
40908,1,0,0,-73.9228,27.6877,22.5,16.1357
41008,8,25,25,-59.4285,9.08989,22.5,16.2607
41008,4,12.5,12.5,-61.5143,10.6838,22.5,16.2607
41008,7,12.5,25,-64.3605,13.2807,22.5,16.2607
41008,3,25,0,-67.1351,16.4517,22.5,16.2607
41008,2,12.5,0,-69.0748,19.0895,22.5,16.2607
41008,5,0,12.5,-71.4011,22.8121,22.5,16.2607
41008,6,0,25,-72.14,24.1376,22.5,16.2607
41008,1,0,0,-73.9571,27.7607,22.5,16.2607
41108,8,25,25,-59.2553,8.96977,22.5,16.3857
41108,4,12.5,12.5,-61.5685,10.7284,22.5,16.3857
41108,7,12.5,25,-64.2799,13.1987,22.5,16.3857
41108,3,25,0,-67.2327,16.5753,22.5,16.3857
41108,2,12.5,0,-69.1473,19.1961,22.5,16.3857
41108,5,0,12.5,-71.413,22.8331,22.5,16.3857
41108,6,0,25,-72.1157,24.0927,22.5,16.3857
41108,1,0,0,-73.9915,27.8342,22.5,16.3857
41208,8,25,25,-59.0801,8.84979,22.5,16.5107
41208,4,12.5,12.5,-61.624,10.7743,22.5,16.5107
41208,7,12.5,25,-64.1994,13.1175,22.5,16.5107
41208,3,25,0,-67.3295,16.6989,22.5,16.5107
41208,2,12.5,0,-69.2197,19.3029,22.5,16.5107
41208,5,0,12.5,-71.4253,22.8547,22.5,16.5107
41208,6,0,25,-72.0916,24.0483,22.5,16.5107
41208,1,0,0,-74.026,27.9079,22.5,16.5107
41308,8,25,25,-58.9026,8.72996,22.5,16.6357
41308,4,12.5,12.5,-61.6808,10.8214,22.5,16.6357
41308,7,12.5,25,-64.1192,13.037,22.5,16.6357
41308,3,25,0,-67.4257,16.8225,22.5,16.6357
41308,2,12.5,0,-69.2917,19.4099,22.5,16.6357
41308,5,0,12.5,-71.4379,22.8769,22.5,16.6357
41308,6,0,25,-72.0678,24.0044,22.5,16.6357
41308,1,0,0,-74.0606,27.9821,22.5,16.6357
41408,8,25,25,-58.7229,8.61027,22.5,16.7607
41408,4,12.5,12.5,-61.7388,10.8698,22.5,16.7607
41408,7,12.5,25,-64.0391,12.9571,22.5,16.7607
41408,3,25,0,-67.5211,16.9461,22.5,16.7607
41408,2,12.5,0,-69.3635,19.5172,22.5,16.7607
41408,5,0,12.5,-71.451,22.8999,22.5,16.7607
41408,6,0,25,-72.0443,23.9611,22.5,16.7607
41408,1,0,0,-74.0952,28.0565,22.5,16.7607
41508,8,25,25,-58.541,8.49073,22.5,16.8857
41508,4,12.5,12.5,-61.798,10.9194,22.5,16.8857
41508,7,12.5,25,-63.9593,12.878,22.5,16.8857
41508,3,25,0,-67.6159,17.0697,22.5,16.8857
41508,2,12.5,0,-69.4351,19.6246,22.5,16.8857
41508,5,0,12.5,-71.4643,22.9234,22.5,16.8857
41508,6,0,25,-72.0211,23.9185,22.5,16.8857
41508,1,0,0,-74.1299,28.1314,22.5,16.8857
41608,8,25,25,-58.3567,8.37135,22.5,17.0107
41608,4,12.5,12.5,-61.8584,10.9702,22.5,17.0107
41608,7,12.5,25,-63.8797,12.7996,22.5,17.0107
41608,3,25,0,-67.71,17.1934,22.5,17.0107
41608,2,12.5,0,-69.5064,19.7323,22.5,17.0107
41608,5,0,12.5,-71.4781,22.9477,22.5,17.0107
41608,6,0,25,-71.9981,23.8763,22.5,17.0107
41608,1,0,0,-74.1647,28.2066,22.5,17.0107
41708,8,25,25,-58.17,8.25214,22.5,17.1357
41708,4,12.5,12.5,-61.9199,11.0222,22.5,17.1357
41708,7,12.5,25,-63.8004,12.7219,22.5,17.1357
41708,3,25,0,-67.8034,17.3171,22.5,17.1357
41708,2,12.5,0,-69.5774,19.8401,22.5,17.1357
41708,5,0,12.5,-71.4922,22.9726,22.5,17.1357
41708,6,0,25,-71.9754,23.8348,22.5,17.1357
41708,1,0,0,-74.1995,28.2822,22.5,17.1357
41808,8,25,25,-57.9809,8.1331,22.5,17.2607
41808,4,12.5,12.5,-61.9825,11.0754,22.5,17.2607
41808,7,12.5,25,-63.7214,12.6451,22.5,17.2607
41808,3,25,0,-67.8962,17.4408,22.5,17.2607
41808,2,12.5,0,-69.6482,19.9482,22.5,17.2607
41808,5,0,12.5,-71.5066,22.9981,22.5,17.2607
41808,6,0,25,-71.9529,23.7939,22.5,17.2607
41808,1,0,0,-74.2344,28.3581,22.5,17.2607
41908,8,25,25,-57.7893,8.01425,22.5,17.3857
41908,4,12.5,12.5,-62.0461,11.1297,22.5,17.3857
41908,7,12.5,25,-63.6427,12.5689,22.5,17.3857
41908,3,25,0,-67.9884,17.5645,22.5,17.3857
41908,2,12.5,0,-69.7188,20.0565,22.5,17.3857
41908,5,0,12.5,-71.5214,23.0243,22.5,17.3857
41908,6,0,25,-71.9308,23.7535,22.5,17.3857
41908,1,0,0,-74.2694,28.4343,22.5,17.3857
42008,8,25,25,-57.5952,7.89558,22.5,17.5107
42008,4,12.5,12.5,-62.1108,11.1851,22.5,17.5107
42008,7,12.5,25,-63.5644,12.4936,22.5,17.5107
42008,3,25,0,-68.0799,17.6882,22.5,17.5107
42008,2,12.5,0,-69.789,20.1649,22.5,17.5107
42008,5,0,12.5,-71.5366,23.0512,22.5,17.5107
42008,6,0,25,-71.9089,23.7137,22.5,17.5107
42008,1,0,0,-74.3045,28.5109,22.5,17.5107
42108,8,25,25,-57.3985,7.77711,22.5,17.6357
42108,4,12.5,12.5,-62.1764,11.2417,22.5,17.6357
42108,7,12.5,25,-63.4864,12.4191,22.5,17.6357
42108,3,25,0,-68.1708,17.812,22.5,17.6357
42108,2,12.5,0,-69.8591,20.2735,22.5,17.6357
42108,5,0,12.5,-71.5521,23.0787,22.5,17.6357
42108,6,0,25,-71.8874,23.6745,22.5,17.6357
42108,1,0,0,-74.3396,28.5879,22.5,17.6357
42208,8,25,25,-57.199,7.65885,22.5,17.7607
42208,4,12.5,12.5,-62.243,11.2993,22.5,17.7607
42208,7,12.5,25,-63.4088,12.3454,22.5,17.7607
42208,3,25,0,-68.2611,17.9358,22.5,17.7607
42208,2,12.5,0,-69.9288,20.3824,22.5,17.7607
42208,5,0,12.5,-71.5679,23.1068,22.5,17.7607
42208,6,0,25,-71.8661,23.6359,22.5,17.7607
42208,1,0,0,-74.3747,28.6652,22.5,17.7607
42308,8,25,25,-56.9969,7.54081,22.5,17.8857
42308,4,12.5,12.5,-62.3105,11.3581,22.5,17.8857
42308,7,12.5,25,-63.3316,12.2725,22.5,17.8857
42308,3,25,0,-68.3507,18.0595,22.5,17.8857
42308,2,12.5,0,-69.9984,20.4914,22.5,17.8857
42308,5,0,12.5,-71.5841,23.1356,22.5,17.8857
42308,6,0,25,-71.8451,23.598,22.5,17.8857
42308,1,0,0,-74.41,28.7428,22.5,17.8857
42408,8,25,25,-56.792,7.42299,22.5,18.0107
42408,4,12.5,12.5,-62.3788,11.4179,22.5,18.0107
42408,7,12.5,25,-63.2549,12.2004,22.5,18.0107
42408,3,25,0,-68.4398,18.1833,22.5,18.0107
42408,2,12.5,0,-70.0676,20.6006,22.5,18.0107
42408,5,0,12.5,-71.6007,23.165,22.5,18.0107
42408,6,0,25,-71.8244,23.5606,22.5,18.0107
42408,1,0,0,-74.4453,28.8207,22.5,18.0107
42508,8,25,25,-56.5842,7.30542,22.5,18.1357
42508,4,12.5,12.5,-62.448,11.4787,22.5,18.1357
42508,7,12.5,25,-63.1786,12.1293,22.5,18.1357
42508,3,25,0,-68.5283,18.3072,22.5,18.1357
42508,2,12.5,0,-70.1366,20.71,22.5,18.1357
42508,5,0,12.5,-71.6175,23.1951,22.5,18.1357
42508,6,0,25,-71.804,23.5238,22.5,18.1357
42508,1,0,0,-74.4806,28.899,22.5,18.1357
42608,8,25,25,-56.3735,7.18809,22.5,18.2607
42608,4,12.5,12.5,-62.518,11.5406,22.5,18.2607
42608,7,12.5,25,-63.1028,12.059,22.5,18.2607
42608,3,25,0,-68.6161,18.431,22.5,18.2607
42608,2,12.5,0,-70.2054,20.8195,22.5,18.2607
42608,5,0,12.5,-71.6347,23.2257,22.5,18.2607
42608,6,0,25,-71.784,23.4876,22.5,18.2607
42608,1,0,0,-74.516,28.9776,22.5,18.2607
42708,8,25,25,-56.1598,7.07103,22.5,18.3857
42708,4,12.5,12.5,-62.5887,11.6035,22.5,18.3857
42708,7,12.5,25,-63.0275,11.9896,22.5,18.3857
42708,3,25,0,-68.7034,18.5549,22.5,18.3857
42708,2,12.5,0,-70.2739,20.9292,22.5,18.3857
42708,5,0,12.5,-71.6522,23.2571,22.5,18.3857
42708,6,0,25,-71.7642,23.4521,22.5,18.3857
42708,1,0,0,-74.5514,29.0565,22.5,18.3857
42808,8,25,25,-55.9431,6.95424,22.5,18.5107
42808,4,12.5,12.5,-62.6602,11.6674,22.5,18.5107
42808,7,12.5,25,-62.9528,11.9211,22.5,18.5107
42808,3,25,0,-68.7902,18.6787,22.5,18.5107
42808,2,12.5,0,-70.3422,21.0391,22.5,18.5107
42808,5,0,12.5,-71.6701,23.289,22.5,18.5107
42808,6,0,25,-71.7447,23.4171,22.5,18.5107
42808,1,0,0,-74.5869,29.1358,22.5,18.5107
42908,8,25,25,-55.7233,6.83775,22.5,18.6357
42908,4,12.5,12.5,-62.7324,11.7323,22.5,18.6357
42908,7,12.5,25,-62.8787,11.8535,22.5,18.6357
42908,3,25,0,-68.8764,18.8026,22.5,18.6357
42908,2,12.5,0,-70.4102,21.1492,22.5,18.6357
42908,5,0,12.5,-71.6883,23.3216,22.5,18.6357
42908,6,0,25,-71.7256,23.3828,22.5,18.6357
42908,1,0,0,-74.6224,29.2154,22.5,18.6357
43008,8,25,25,-55.5003,6.72156,22.5,18.7607
43008,4,12.5,12.5,-62.8053,11.7981,22.5,18.7607
43008,7,12.5,25,-62.8052,11.7868,22.5,18.7607
43008,3,25,0,-68.962,18.9265,22.5,18.7607
43008,2,12.5,0,-70.4779,21.2594,22.5,18.7607
43008,5,0,12.5,-71.7068,23.3548,22.5,18.7607
43008,6,0,25,-71.7068,23.3491,22.5,18.7607
43008,1,0,0,-74.658,29.2953,22.5,18.7607
43108,8,25,25,-55.274,6.60569,22.5,18.8857
43108,7,12.5,25,-62.7323,11.7211,22.5,18.8857
43108,4,12.5,12.5,-62.8788,11.8649,22.5,18.8857
43108,3,25,0,-69.047,19.0504,22.5,18.8857
43108,2,12.5,0,-70.5454,21.3698,22.5,18.8857
43108,5,0,12.5,-71.7256,23.3886,22.5,18.8857
43108,6,0,25,-71.6883,23.316,22.5,18.8857
43108,1,0,0,-74.6936,29.3755,22.5,18.8857
43208,8,25,25,-55.0444,6.49016,22.5,19.0107
43208,7,12.5,25,-62.6601,11.6564,22.5,19.0107
43208,4,12.5,12.5,-62.9529,11.9327,22.5,19.0107
43208,3,25,0,-69.1316,19.1743,22.5,19.0107
43208,2,12.5,0,-70.6126,21.4803,22.5,19.0107
43208,5,0,12.5,-71.7448,23.423,22.5,19.0107
43208,6,0,25,-71.6701,23.2835,22.5,19.0107
43208,1,0,0,-74.7293,29.456,22.5,19.0107
43308,8,25,25,-54.8114,6.37499,22.5,19.1357
43308,7,12.5,25,-62.5887,11.5927,22.5,19.1357
43308,4,12.5,12.5,-63.0276,12.0013,22.5,19.1357
43308,3,25,0,-69.2156,19.2983,22.5,19.1357
43308,2,12.5,0,-70.6796,21.5911,22.5,19.1357
43308,5,0,12.5,-71.7642,23.4581,22.5,19.1357
43308,6,0,25,-71.6522,23.2517,22.5,19.1357
43308,1,0,0,-74.765,29.5368,22.5,19.1357
43408,8,25,25,-54.5749,6.26019,22.5,19.2607
43408,7,12.5,25,-62.5179,11.53,22.5,19.2607
43408,4,12.5,12.5,-63.1029,12.0709,22.5,19.2607
43408,3,25,0,-69.299,19.4222,22.5,19.2607
43408,2,12.5,0,-70.7464,21.7019,22.5,19.2607
43408,6,0,25,-71.6347,23.2205,22.5,19.2607
43408,5,0,12.5,-71.784,23.4938,22.5,19.2607
43408,1,0,0,-74.8007,29.618,22.5,19.2607
43508,8,25,25,-54.335,6.14579,22.5,19.3857
43508,7,12.5,25,-62.4479,11.4683,22.5,19.3857
43508,4,12.5,12.5,-63.1787,12.1413,22.5,19.3857
43508,3,25,0,-69.382,19.5462,22.5,19.3857
43508,2,12.5,0,-70.8129,21.8129,22.5,19.3857
43508,6,0,25,-71.6175,23.1899,22.5,19.3857
43508,5,0,12.5,-71.8041,23.53,22.5,19.3857
43508,1,0,0,-74.8365,29.6994,22.5,19.3857
43608,8,25,25,-54.0914,6.03182,22.5,19.5107
43608,7,12.5,25,-62.3787,11.4076,22.5,19.5107
43608,4,12.5,12.5,-63.2549,12.2127,22.5,19.5107
43608,3,25,0,-69.4644,19.6702,22.5,19.5107
43608,2,12.5,0,-70.8791,21.9241,22.5,19.5107
43608,6,0,25,-71.6006,23.1599,22.5,19.5107
43608,5,0,12.5,-71.8244,23.5669,22.5,19.5107
43608,1,0,0,-74.8723,29.7811,22.5,19.5107
43708,8,25,25,-53.8441,5.91829,22.5,19.6357
43708,7,12.5,25,-62.3104,11.348,22.5,19.6357
43708,4,12.5,12.5,-63.3317,12.2849,22.5,19.6357
43708,3,25,0,-69.5463,19.7942,22.5,19.6357
43708,2,12.5,0,-70.9451,22.0354,22.5,19.6357
43708,6,0,25,-71.5841,23.1306,22.5,19.6357
43708,5,0,12.5,-71.8451,23.6044,22.5,19.6357
43708,1,0,0,-74.9081,29.8632,22.5,19.6357
43808,8,25,25,-53.5931,5.80523,22.5,19.7607
43808,7,12.5,25,-62.2429,11.2894,22.5,19.7607
43808,4,12.5,12.5,-63.4089,12.3579,22.5,19.7607
43808,3,25,0,-69.6277,19.9182,22.5,19.7607
43808,2,12.5,0,-71.0109,22.1469,22.5,19.7607
43808,6,0,25,-71.5679,23.102,22.5,19.7607
43808,5,0,12.5,-71.8661,23.6425,22.5,19.7607
43808,1,0,0,-74.944,29.9455,22.5,19.7607
43908,8,25,25,-53.3384,5.69267,22.5,19.8857
43908,7,12.5,25,-62.1763,11.2319,22.5,19.8857
43908,4,12.5,12.5,-63.4865,12.4317,22.5,19.8857
43908,3,25,0,-69.7086,20.0422,22.5,19.8857
43908,2,12.5,0,-71.0764,22.2585,22.5,19.8857
43908,6,0,25,-71.5521,23.0739,22.5,19.8857
43908,5,0,12.5,-71.8874,23.6812,22.5,19.8857
43908,1,0,0,-74.9799,30.0281,22.5,19.8857
44008,8,25,25,-53.0797,5.58064,22.5,20.0107
44008,7,12.5,25,-62.1107,11.1756,22.5,20.0107
44008,4,12.5,12.5,-63.5644,12.5064,22.5,20.0107
44008,3,25,0,-69.789,20.1662,22.5,20.0107
44008,2,12.5,0,-71.1417,22.3702,22.5,20.0107
44008,6,0,25,-71.5366,23.0466,22.5,20.0107
44008,5,0,12.5,-71.9089,23.7205,22.5,20.0107
44008,1,0,0,-75.0158,30.1111,22.5,20.0107
44108,8,25,25,-52.8172,5.46917,22.5,20.1357
44108,7,12.5,25,-62.0461,11.1203,22.5,20.1357
44108,4,12.5,12.5,-63.6428,12.5819,22.5,20.1357
44108,3,25,0,-69.869,20.2903,22.5,20.1357
44108,2,12.5,0,-71.2067,22.4821,22.5,20.1357
44108,6,0,25,-71.5214,23.0198,22.5,20.1357
44108,5,0,12.5,-71.9308,23.7603,22.5,20.1357
44108,1,0,0,-75.0518,30.1943,22.5,20.1357
44208,8,25,25,-52.5507,5.35829,22.5,20.2607
44208,7,12.5,25,-61.9824,11.0662,22.5,20.2607
44208,4,12.5,12.5,-63.7215,12.6581,22.5,20.2607
44208,3,25,0,-69.9484,20.4143,22.5,20.2607
44208,2,12.5,0,-71.2715,22.5941,22.5,20.2607
44208,6,0,25,-71.5066,22.9937,22.5,20.2607
44208,5,0,12.5,-71.953,23.8008,22.5,20.2607
44208,1,0,0,-75.0878,30.2778,22.5,20.2607
44308,8,25,25,-52.2802,5.24806,22.5,20.3857
44308,7,12.5,25,-61.9198,11.0133,22.5,20.3857
44308,4,12.5,12.5,-63.8005,12.7351,22.5,20.3857
44308,3,25,0,-70.0274,20.5384,22.5,20.3857
44308,2,12.5,0,-71.336,22.7063,22.5,20.3857
44308,6,0,25,-71.4922,22.9683,22.5,20.3857
44308,5,0,12.5,-71.9754,23.8418,22.5,20.3857
44308,1,0,0,-75.1238,30.3616,22.5,20.3857
44408,8,25,25,-52.0056,5.1385,22.5,20.5107
44408,7,12.5,25,-61.8583,10.9615,22.5,20.5107
44408,4,12.5,12.5,-63.8798,12.8129,22.5,20.5107
44408,3,25,0,-70.1059,20.6625,22.5,20.5107
44408,2,12.5,0,-71.4003,22.8186,22.5,20.5107
44408,6,0,25,-71.4781,22.9435,22.5,20.5107
44408,5,0,12.5,-71.9981,23.8835,22.5,20.5107
44408,1,0,0,-75.1598,30.4456,22.5,20.5107
44508,8,25,25,-51.7271,5.02966,22.5,20.6357
44508,7,12.5,25,-61.798,10.9109,22.5,20.6357
44508,4,12.5,12.5,-63.9594,12.8914,22.5,20.6357
44508,3,25,0,-70.184,20.7865,22.5,20.6357
44508,2,12.5,0,-71.4644,22.931,22.5,20.6357
44508,6,0,25,-71.4643,22.9194,22.5,20.6357
44508,5,0,12.5,-72.0211,23.9257,22.5,20.6357
44508,1,0,0,-75.1958,30.53,22.5,20.6357
44608,8,25,25,-51.4444,4.92158,22.5,20.7607
44608,7,12.5,25,-61.7388,10.8615,22.5,20.7607
44608,4,12.5,12.5,-64.0392,12.9707,22.5,20.7607
44608,3,25,0,-70.2616,20.9106,22.5,20.7607
44608,6,0,25,-71.4509,22.8959,22.5,20.7607
44608,2,12.5,0,-71.5282,23.0435,22.5,20.7607
44608,5,0,12.5,-72.0443,23.9685,22.5,20.7607
44608,1,0,0,-75.2319,30.6146,22.5,20.7607
44708,8,25,25,-51.1577,4.81433,22.5,20.8857
44708,7,12.5,25,-61.6807,10.8133,22.5,20.8857
44708,4,12.5,12.5,-64.1193,13.0506,22.5,20.8857
44708,3,25,0,-70.3387,21.0348,22.5,20.8857
44708,6,0,25,-71.4379,22.8731,22.5,20.8857
44708,2,12.5,0,-71.5918,23.1562,22.5,20.8857
44708,5,0,12.5,-72.0679,24.0119,22.5,20.8857
44708,1,0,0,-75.268,30.6995,22.5,20.8857
44808,8,25,25,-50.8669,4.70795,22.5,21.0107
44808,7,12.5,25,-61.6239,10.7664,22.5,21.0107
44808,4,12.5,12.5,-64.1995,13.1313,22.5,21.0107
44808,3,25,0,-70.4154,21.1589,22.5,21.0107
44808,6,0,25,-71.4253,22.8509,22.5,21.0107
44808,2,12.5,0,-71.6551,23.269,22.5,21.0107
44808,5,0,12.5,-72.0917,24.0558,22.5,21.0107
44808,1,0,0,-75.3041,30.7847,22.5,21.0107
44908,8,25,25,-50.5721,4.60251,22.5,21.1357
44908,7,12.5,25,-61.5684,10.7207,22.5,21.1357
44908,4,12.5,12.5,-64.28,13.2127,22.5,21.1357
44908,3,25,0,-70.4916,21.283,22.5,21.1357
44908,6,0,25,-71.413,22.8294,22.5,21.1357
44908,2,12.5,0,-71.7182,23.382,22.5,21.1357
44908,5,0,12.5,-72.1157,24.1003,22.5,21.1357
44908,1,0,0,-75.3402,30.8702,22.5,21.1357
45008,8,25,25,-50.2734,4.49807,22.5,21.2607
45008,7,12.5,25,-61.5142,10.6763,22.5,21.2607
45008,4,12.5,12.5,-64.3606,13.2947,22.5,21.2607
45008,3,25,0,-70.5675,21.4071,22.5,21.2607
45008,6,0,25,-71.4011,22.8086,22.5,21.2607
45008,2,12.5,0,-71.7811,23.495,22.5,21.2607
45008,5,0,12.5,-72.14,24.1454,22.5,21.2607
45008,1,0,0,-75.3763,30.9559,22.5,21.2607
45108,8,25,25,-49.9708,4.39471,22.5,21.3857
45108,7,12.5,25,-61.4614,10.6331,22.5,21.3857
45108,4,12.5,12.5,-64.4414,13.3774,22.5,21.3857
45108,3,25,0,-70.6428,21.5313,22.5,21.3857
45108,6,0,25,-71.3895,22.7884,22.5,21.3857
45108,2,12.5,0,-71.8437,23.6082,22.5,21.3857
45108,5,0,12.5,-72.1646,24.191,22.5,21.3857
45108,1,0,0,-75.4125,31.0419,22.5,21.3857
45208,8,25,25,-49.6645,4.29249,22.5,21.5107
45208,7,12.5,25,-61.4099,10.5913,22.5,21.5107
45208,4,12.5,12.5,-64.5223,13.4608,22.5,21.5107
45208,3,25,0,-70.7178,21.6555,22.5,21.5107
45208,6,0,25,-71.3783,22.769,22.5,21.5107
45208,2,12.5,0,-71.9061,23.7215,22.5,21.5107
45208,5,0,12.5,-72.1895,24.2372,22.5,21.5107
45208,1,0,0,-75.4486,31.1281,22.5,21.5107
45308,8,25,25,-49.3547,4.19151,22.5,21.6357
45308,7,12.5,25,-61.3598,10.5508,22.5,21.6357
45308,4,12.5,12.5,-64.6034,13.5448,22.5,21.6357
45308,3,25,0,-70.7923,21.7796,22.5,21.6357
45308,6,0,25,-71.3675,22.7501,22.5,21.6357
45308,2,12.5,0,-71.9682,23.8349,22.5,21.6357
45308,5,0,12.5,-72.2145,24.284,22.5,21.6357
45308,1,0,0,-75.4848,31.2146,22.5,21.6357
45408,8,25,25,-49.0414,4.09186,22.5,21.7607
45408,7,12.5,25,-61.3112,10.5116,22.5,21.7607
45408,4,12.5,12.5,-64.6845,13.6294,22.5,21.7607
45408,3,25,0,-70.8664,21.9038,22.5,21.7607
45408,6,0,25,-71.3571,22.732,22.5,21.7607
45408,2,12.5,0,-72.0302,23.9484,22.5,21.7607
45408,5,0,12.5,-72.2399,24.3313,22.5,21.7607
45408,1,0,0,-75.5209,31.3014,22.5,21.7607
45508,8,25,25,-48.7251,3.99363,22.5,21.8857
45508,7,12.5,25,-61.2641,10.4737,22.5,21.8857
45508,4,12.5,12.5,-64.7657,13.7146,22.5,21.8857
45508,3,25,0,-70.9401,22.028,22.5,21.8857
45508,6,0,25,-71.347,22.7145,22.5,21.8857
45508,2,12.5,0,-72.0919,24.062,22.5,21.8857
45508,5,0,12.5,-72.2655,24.3791,22.5,21.8857
45508,1,0,0,-75.5571,31.3884,22.5,21.8857
45608,8,25,25,-48.406,3.89694,22.5,22.0107
45608,7,12.5,25,-61.2185,10.4372,22.5,22.0107
45608,4,12.5,12.5,-64.847,13.8005,22.5,22.0107
45608,3,25,0,-71.0134,22.1522,22.5,22.0107
45608,6,0,25,-71.3374,22.6977,22.5,22.0107
45608,2,12.5,0,-72.1533,24.1758,22.5,22.0107
45608,5,0,12.5,-72.2913,24.4275,22.5,22.0107
45608,1,0,0,-75.5933,31.4757,22.5,22.0107
45708,8,25,25,-48.0845,3.8019,22.5,22.1357
45708,7,12.5,25,-61.1744,10.4021,22.5,22.1357
45708,4,12.5,12.5,-64.9284,13.8869,22.5,22.1357
45708,3,25,0,-71.0863,22.2764,22.5,22.1357
45708,6,0,25,-71.3281,22.6816,22.5,22.1357
45708,2,12.5,0,-72.2146,24.2897,22.5,22.1357
45708,5,0,12.5,-72.3173,24.4764,22.5,22.1357
45708,1,0,0,-75.6295,31.5632,22.5,22.1357
45808,8,25,25,-47.761,3.70863,22.5,22.2607
45808,7,12.5,25,-61.132,10.3684,22.5,22.2607
45808,4,12.5,12.5,-65.0097,13.9739,22.5,22.2607
45808,3,25,0,-71.1588,22.4006,22.5,22.2607
45808,6,0,25,-71.3192,22.6661,22.5,22.2607
45808,2,12.5,0,-72.2756,24.4036,22.5,22.2607
45808,5,0,12.5,-72.3436,24.5259,22.5,22.2607
45808,1,0,0,-75.6657,31.651,22.5,22.2607
45908,8,25,25,-47.4362,3.61729,22.5,22.3857
45908,7,12.5,25,-61.0912,10.3361,22.5,22.3857
45908,4,12.5,12.5,-65.0912,14.0615,22.5,22.3857
45908,3,25,0,-71.2308,22.5248,22.5,22.3857
45908,6,0,25,-71.3106,22.6514,22.5,22.3857
45908,2,12.5,0,-72.3364,24.5177,22.5,22.3857
